,pubmed,title,authors,year,journal
6953,21898675,Robotic movement preferentially engages the action observation network.,"Cross ES, Liepelt R, Hamilton AF, Parkinson J, Ramsey R, Stadler W, Prinz W",2012,Human brain mapping
6954,21898678,Brain regions that process case: evidence from Basque.,"Nieuwland MS, Martin AE, Carreiras M",2012,Human brain mapping
6955,21898679,"Assessment of cortical degeneration in patients with Parkinson's disease by voxel-based morphometry, cortical folding, and cortical thickness.","Pereira JB, Ibarretxe-Bilbao N, Marti MJ, Compta Y, Junque C, Bargallo N, Tolosa E",2012,Human brain mapping
6956,21900569,Direct structural connections between voice- and face-recognition areas.,"Blank H, Anwander A, von Kriegstein K",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6957,21900574,Default mode of brain function in monkeys.,"Mantini D, Gerits A, Nelissen K, Durand JB, Joly O, Simone L, Sawamura H, Wardak C, Orban GA, Buckner RL, Vanduffel W",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6958,21903460,Cortical pattern of complex but not simple movements is affected in writer's cramp: a parametric event-related fMRI study.,"Havrankova P, Walker ND, Operto G, Sieger T, Vymazal J, Jech R",2012,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology
6959,21906608,Verbal working memory performance correlates with regional white matter structures in the frontoparietal regions.,"Takeuchi H, Taki Y, Sassa Y, Hashizume H, Sekiguchi A, Fukushima A, Kawashima R",2011,Neuropsychologia
6960,21906686,The primary somatosensory cortex largely contributes to the early part of the cortical response elicited by nociceptive stimuli.,"Valentini E, Hu L, Chakrabarti B, Hu Y, Aglioti SM, Iannetti GD",2012,NeuroImage
6961,21906688,The hierarchical organization of semantic memory: executive function in the processing of superordinate concepts.,"Raposo A, Mendes M, Marques JF",2012,NeuroImage
6962,21906689,Neural correlates of blink suppression and the buildup of a natural bodily urge.,"Berman BD, Horovitz SG, Morel B, Hallett M",2012,NeuroImage
6963,21907292,Altered spontaneous activity in Alzheimer's disease and mild cognitive impairment revealed by Regional Homogeneity.,"Zhang Z, Liu Y, Jiang T, Zhou B, An N, Dai H, Wang P, Niu Y, Wang L, Zhang X",2012,NeuroImage
6964,21907293,Neural correlates of relational and item-specific encoding during working and long-term memory in schizophrenia.,"Ragland JD, Blumenfeld RS, Ramsay IS, Yonelinas A, Yoon J, Solomon M, Carter CS, Ranganath C",2012,NeuroImage
6965,21907809,Cognitive reappraisal in trauma-exposed women with borderline personality disorder.,"Lang S, Kotchoubey B, Frick C, Spitzer C, Grabe HJ, Barnow S",2012,NeuroImage
6966,21907811,Functional topography of the cerebellum for motor and cognitive tasks: an fMRI study.,"Stoodley CJ, Valera EM, Schmahmann JD",2012,NeuroImage
6967,21908447,Dissociable neural correlates of stereotypes and other forms of semantic knowledge.,"Contreras JM, Banaji MR, Mitchell JP",2012,Social cognitive and affective neuroscience
6968,21908871,Voice processing in dementia: a neuropsychological and neuroanatomical analysis.,"Hailstone JC, Ridgway GR, Bartlett JW, Goll JC, Buckley AH, Crutch SJ, Warren JD",2011,Brain : a journal of neurology
6969,21911384,"Cortico-subcortical visual, somatosensory, and motor activations for perceiving dynamic whole-body emotional expressions with and without striate cortex (V1).","Van den Stock J, Tamietto M, Sorger B, Pichon S, Grezes J, de Gelder B",2011,Proceedings of the National Academy of Sciences of the United States of America
6970,21914483,Sex differences in the medial temporal lobe during encoding and recognition of pseudowords and abstract designs.,"Banks SJ, Jones-Gotman M, Ladowski D, Sziklas V",2012,NeuroImage
6971,21914634,A role for the motor system in binding abstract emotional meaning.,"Moseley R, Carota F, Hauk O, Mohr B, Pulvermuller F",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6972,21915942,Human brain changes across the life span: a review of 56 longitudinal magnetic resonance imaging studies.,"Hedman AM, van Haren NE, Schnack HG, Kahn RS, Hulshoff Pol HE",2012,Human brain mapping
6973,21917787,Behavioral and neural properties of social reinforcement learning.,"Jones RM, Somerville LH, Li J, Ruberry EJ, Libby V, Glover G, Voss HU, Ballon DJ, Casey BJ",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6974,21917799,Feedback timing modulates brain systems for learning in humans.,"Foerde K, Shohamy D",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6975,21917804,The decision value computations in the vmPFC and striatum use a relative value code that is guided by visual attention.,"Lim SL, O'Doherty JP, Rangel A",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
6976,21917846,Adolescents' depressive symptoms moderate neural responses to their mothers' positive behavior.,"Whittle S, Yucel M, Forbes EE, Davey CG, Harding IH, Sheeber L, Yap MB, Allen NB",2012,Social cognitive and affective neuroscience
6977,21920386,Automated longitudinal registration of high resolution structural MRI brain sub-volumes in non-human primates.,"Lecoeur J, Wang F, Chen LM, Li R, Avison MJ, Dawant BM",2011,Journal of neuroscience methods
6978,21922599,Different duration of at-risk mental state associated with neurofunctional abnormalities. A multimodal imaging study.,"Smieskova R, Allen P, Simon A, Aston J, Bendfeldt K, Drewe J, Gruber K, Gschwandtner U, Klarhoefer M, Lenz C, Scheffler K, Stieglitz RD, Radue EW, McGuire P, Riecher-Rossler A, Borgwardt SJ",2012,Human brain mapping
6979,21922603,Seeing with the eyes shut: neural basis of enhanced imagery following Ayahuasca ingestion.,"de Araujo DB, Ribeiro S, Cecchi GA, Carvalho FM, Sanchez TA, Pinto JP, de Martinis BS, Crippa JA, Hallak JE, Santos AC",2012,Human brain mapping
6980,21924363,Dynamic causal modeling with neural fields.,"Pinotsis DA, Moran RJ, Friston KJ",2012,NeuroImage
6981,21924364,Longitudinal loss of gray matter volume in patients with first-episode schizophrenia: DARTEL automated analysis and ROI validation.,"Asami T, Bouix S, Whitford TJ, Shenton ME, Salisbury DF, McCarley RW",2012,NeuroImage
6982,21924367,Reliability analysis of the resting state can sensitively and specifically identify the presence of Parkinson disease.,"Skidmore FM, Yang M, Baxter L, von Deneen KM, Collingwood J, He G, White K, Korenkevych D, Savenkov A, Heilman KM, Gold M, Liu Y",2013,NeuroImage
6983,21924872,Voxel-based morphometry of patients with schizophrenia or bipolar I disorder: a matched control study.,"Brown GG, Lee JS, Strigo IA, Caligiuri MP, Meloy MJ, Lohr J",2011,Psychiatry research
6984,21925236,Aging-related changes in the default mode network and its anti-correlated networks: a resting-state fMRI study.,"Wu JT, Wu HZ, Yan CG, Chen WX, Zhang HY, He Y, Yang HS",2011,Neuroscience letters
6985,21925720,A new lexical card-sorting task for studying fronto-striatal contribution to processing language rules.,"Simard F, Monetta L, Nagano-Saito A, Monchi O",2013,Brain and language
6986,21930136,Some is not enough: quantifier comprehension in corticobasal syndrome and behavioral variant frontotemporal dementia.,"Morgan B, Gross RG, Clark R, Dreyfuss M, Boller A, Camp E, Liang TW, Avants B, McMillan CT, Grossman M",2011,Neuropsychologia
6987,21930137,Neural processing associated with comprehension of an indirect reply during a scenario reading task.,"Shibata M, Abe J, Itoh H, Shimada K, Umeda S",2011,Neuropsychologia
6988,21930160,Postmenopausal hormone use impact on emotion processing circuitry.,"Shafir T, Love T, Berent-Spillson A, Persad CC, Wang H, Reame NK, Frey KA, Zubieta JK, Smith YR",2012,Behavioural brain research
6989,21930304,Neural correlates of disbalanced motor control in major depression.,"Walther S, Hofle O, Federspiel A, Horn H, Hugli S, Wiest R, Strik W, Muller TJ",2012,Journal of affective disorders
6990,21931738,Self-regulation of amygdala activation using real-time FMRI neurofeedback.,"Zotev V, Krueger F, Phillips R, Alvarez RP, Simmons WK, Bellgowan P, Drevets WC, Bodurka J",2011,PloS one
6991,21932260,Cross auditory-spatial learning in early-blind individuals.,"Chan CC, Wong AW, Ting KH, Whitfield-Gabrieli S, He J, Lee TM",2012,Human brain mapping
6992,21932261,Neural mechanisms underlying freedom to choose an object.,"Thimm M, Weidner R, Fink GR, Sturm W",2012,Human brain mapping
6993,21932265,Propofol disrupts functional interactions between sensory and high-order processing of auditory verbal memory.,"Liu X, Lauer KK, Ward BD, Rao SM, Li SJ, Hudetz AG",2012,Human brain mapping
6994,21932266,Functionally distinct regions for spatial processing and sensory motor integration in the planum temporale.,"Isenberg AL, Vaden KI Jr, Saberi K, Muftuler LT, Hickok G",2012,Human brain mapping
6995,21933287,Involvement of area MT in bimanual finger movements in left-handers: an fMRI study.,"Muller K, Kleiser R, Mechsner F, Seitz RJ",2011,The European journal of neuroscience
6996,21933718,Imitation components in the human brain: an fMRI study.,"Mengotti P, Corradi-Dell'acqua C, Rumiati RI",2012,NeuroImage
6997,21934094,Shared syntax in language production and language comprehension--an FMRI study.,"Segaert K, Menenti L, Weber K, Petersson KM, Hagoort P",2012,"Cerebral cortex (New York, N.Y. : 1991)"
6998,21935391,Spatial language processing in the blind: evidence for a supramodal representation and cortical reorganization.,"Struiksma ME, Noordzij ML, Neggers SF, Bosker WM, Postma A",2011,PloS one
6999,21935394,Specifically progressive deficits of brain functional marker in amnestic type mild cognitive impairment.,"Bai F, Watson DR, Shi Y, Wang Y, Yue C, YuhuanTeng, Wu D, Yuan Y, Zhang Z",2011,PloS one
7000,21935483,The effect of negative and positive emotionality on associative memory: an FMRI study.,"Okada G, Okamoto Y, Kunisato Y, Aoyama S, Nishiyama Y, Yoshimura S, Onoda K, Toki S, Yamashita H, Yamawaki S",2011,PloS one
7001,21937025,The synchronization of spontaneous BOLD activity predicts extraversion and neuroticism.,"Wei L, Duan X, Yang Y, Liao W, Gao Q, Ding JR, Zhang Z, Zeng W, Li Y, Lu G, Chen H",2011,Brain research
7002,21937029,Right hemispheric participation in semantic decision improves performance.,"Donnelly KM, Allendorfer JB, Szaflarski JP",2011,Brain research
7003,21937201,Neural correlates of inhibitory control in adult attention deficit/hyperactivity  disorder: evidence from the Milwaukee longitudinal sample.,"Mulligan RC, Knopik VS, Sweet LH, Fischer M, Seidenberg M, Rao SM",2011,Psychiatry research
7004,21938756,Impulsive personality and the ability to resist immediate reward: an fMRI study examining interindividual differences in the neural mechanisms underlying self-control.,"Diekhof EK, Nerenberg L, Falkai P, Dechent P, Baudewig J, Gruber O",2012,Human brain mapping
7005,21938758,Dynamically changing effects of corticosteroids on human hippocampal and prefrontal processing.,"Henckens MJ, Pu Z, Hermans EJ, van Wingen GA, Joels M, Fernandez G",2012,Human brain mapping
7006,21939773,Impact of state anxiety on the interaction between threat monitoring and cognition.,"Choi JM, Padmala S, Pessoa L",2012,NeuroImage
7007,21939775,Microstructure of a three-way anatomical network predicts individual differences  in response inhibition: a tractography study.,"King AV, Linke J, Gass A, Hennerici MG, Tost H, Poupon C, Wessa M",2012,NeuroImage
7008,21940437,Default mode network connectivity predicts sustained attention deficits after traumatic brain injury.,"Bonnelle V, Leech R, Kinnunen KM, Ham TE, Beckmann CF, De Boissezon X, Greenwood RJ, Sharp DJ",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
7009,21940454,Supramodal representation of emotions.,"Klasen M, Kenworthy CA, Mathiak KA, Kircher TT, Mathiak K",2011,The Journal of neuroscience : the official journal of the Society for Neuroscience
7010,21940605,Feature integration in visual working memory: parietal gamma activity is related  to cognitive coordination.,"Morgan HM, Muthukumaraswamy SD, Hibbs CS, Shapiro KL, Bracewell RM, Singh KD, Linden DE",2011,Journal of neurophysiology
7011,21941472,Nucleus accumbens mediates relative motivation for rewards in the absence of choice.,"Clithero JA, Reeck C, Carter RM, Smith DV, Huettel SA",2011,Frontiers in human neuroscience
7012,21942763,Absence of face-specific cortical activity in the complete absence of awareness:  converging evidence from functional magnetic resonance imaging and event-related  potentials.,"Rodriguez V, Thompson R, Stokes M, Brett M, Alvarez I, Valdes-Sosa M, Duncan J",2012,Journal of cognitive neuroscience
7013,21942764,Lateral OFC activity predicts decision bias due to first impressions during ultimatum games.,"Kim H, Choi MJ, Jang IJ",2012,Journal of cognitive neuroscience
7014,21943555,Mentalizing impairment in schizophrenia: a functional MRI study.,"Das P, Lagopoulos J, Coulston CM, Henderson AF, Malhi GS",2012,Schizophrenia research
7015,21943609,Hedging your bets by learning reward correlations in the human brain.,"Wunderlich K, Symmonds M, Bossaerts P, Dolan RJ",2011,Neuron
7016,21943959,White matter lesions and brain gray matter volume in cognitively normal elders.,"Raji CA, Lopez OL, Kuller LH, Carmichael OT, Longstreth WT Jr, Gach HM, Boardman J, Bernick CB, Thompson PM, Becker JT",2012,Neurobiology of aging
